26,09-12-2022,"#HDFC 
JUST A REMINDER!!! https://t.co/V4PgM9nb0W"
27,09-12-2022,RT @shivaji_1983: Expecting upside in #HDFC Twins on the verge of Breakout
28,09-12-2022,"Well, we cannot deny that Coronavirus Lockdown was one of the greatest Financial Teachers we've all had. Here are some quick recap for you 😉 Don't think twice before getting Financial Protection! 💰💪🏻✨
#healthinsurance #insurance #lifeinsurance #health #footballworldcup #HDFC https://t.co/WyOD8axYWv"
29,09-12-2022,RT @shivaji_1983: Expecting upside in #HDFC Twins on the verge of Breakout
30,09-12-2022,"next week move wait for breakout in stock 
#HDFC #colpal https://t.co/EkNzs3iaQJ"
31,09-12-2022,"#HDFC $HDFC Daily #Stock Chart with 50 days #Fibonacci Retracement Levels
Fibonacci #Support Levels 2615.7, 2604.14, 2527.43
Fibonacci #Resistance Levels 2728.15, 3052.88
Open account at https://t.co/giz54B9qdU and start #investing in #StockMarket https://t.co/IguQvsc5cA"
32,09-12-2022,"Important Intraday Levels for Next Session
Stock : #HDFC
R3 :2710.53
R2 :2696.67
R1 :2684.38
CLOSE :2672.1
S1 :2658.23
S2 :2644.37
S3 :2632.08
#investing #nifty #nifty50 #StockMarcket #business #finance #Financial #invest #stocks #technical #analisys"
33,09-12-2022,"#HDFC Why there is no facility to make an online payment against a home loan. Everytime, we have to send an email to customer service, they take 3-4 days in generating link, that too only 1 per month. Can you enable facility where customer can deposit amount as and when he wants,"
34,09-12-2022,"RT @Welfra_Invest: Top 5 Holdings of JP MORGAN In india🏆

1) INFOSYS  8.2%
2) ICICI BANK  7.3%
3) HDFC BANK  6.7%
4) HINDUSTAN UNILEVER  6%…"
35,09-12-2022,"RT @Welfra_Invest: #MarketAtClose | Market snaps 2-day losing streak, led by financials

#NiftyBank posts record close, #ICICI, #AXIS &amp; #HD…"
36,09-12-2022,"@shivaji_1983 Same to same pattern formation !!
#HDFC bank
Flag Pattern formation on daily chart... need to break 1642 levels for the target of 1777 !! 

#HDFC
Flag Pattern formation on daily chart...need to break
2728 levels for the target of 2989 !!
@sh"
37,09-12-2022,"Could see lot of tweets on #HDFC Twins, what changed  ? https://t.co/PBjYG5TZh0"
38,09-12-2022,"Alert Buy #HDFC CMP: 2670.45 #NimblrTA 

Alerts are delayed and for educational purpose only.
For live alerts and screener use tools at https://t.co/KXTzCDDkXv 
Join on Telegram: https://t.co/cOyLHLAE69 https://t.co/D7uHSM2633"
39,09-12-2022,RT @jaibhagnani: @HomeLoansByHDFC @RBI #bankingombudsman cheated on ROI which is not based on my CIBIL at time of disbursement No one respo…
40,09-12-2022,"Shame on @HDFC_Bank. The credit card representatives are cheating the customers. They saya that the credit card is life time free and they charging after 3 months. #HDFCcheaters 
#hdfc
#shameonhdfc
#fraudcreditcardcharges"
41,09-12-2022,"#HDFC $HDFC chart suggests #Fibonacci based #Resistance Levels are 2719.56,2728.15,2739.53
and #Support Levels are 2640.97,2615.7,2604.14
Open account at https://t.co/giz54ARgZM and start #investing in #StockMarket
#Investor #Trading #investing"
42,09-12-2022,"#HDFC $HDFC WeeklyChart-SMAandFibonacciSupport-Resistance
Stock trading above 200 #SMA
20SMA at 2461.0, 50SMA at 2387.3, 200SMA at 2282.19 https://t.co/mC5LiQojuX"
43,09-12-2022,Why does it take 1 month to open an account in @HDFC_Bank ? @HDFCBank_Cares . Is HDFC the new sbi ?? #hdfcbank #hdfc
44,09-12-2022,"#HDFC Shorts Holding with 2725 as Stop Loss 

#stocks #StockToWatch #stocktoBuy #StockMarketindia #Nifty #banknifty #BANKNIFTYFUTURE #OptionsTrading #SGXNifty https://t.co/i7iumyZmLA"
45,09-12-2022,"IILM Lucknow congratulates Sudhanshu Kumar Singh of PGDM Batch 2023 for selection in HDFC Ltd. as Management Trainee, through Campus Placement.
Our Best Wishes for a bright and successful career ahead.
#HDFC #IILM #iilmlucknow #pgdm #pgdmfinance #bschool #highereducation https://t.co/8136svi9Qc"
46,09-12-2022,RT @shivaji_1983: Expecting upside in #HDFC Twins on the verge of Breakout
47,09-12-2022,RT @shivaji_1983: Expecting upside in #HDFC Twins on the verge of Breakout
48,09-12-2022,Expecting huge huge move in #hdfcbank #hdfc
49,09-12-2022,Holding Overnigh Shorts in #HDFC (SL 2745) #HDFCBank (SL 1646) #ICICIBank (SL 944.5) #Cipla (SL 1135) #Infy (SL 1605) #Reliance (SL 2685) #ADANIENT (SL 4055) Longs #AsianPaint (SL 3214.5) ...Indices Holding #banknifty Long Vs #Nifty Shorts (Pair Trade Equal Qty)
50,09-12-2022,"RT @MonikaD74801182: #hdfcbank #hdfccustomercare #hdfc
I have raised to unlock my account on 1st of December but till date, no sms, no noti…"
51,09-12-2022,Expecting upside in #HDFC Twins on the verge of Breakout
52,09-12-2022,"🔥 [ #LOWEST ] #SamsungM13 (4 GB| 64 GB) @ ₹8499 [ Effectively ]

Buy Now !
🔗 https://t.co/DCk72zunpN

NOTE : 1000 instant cashback on #HDFC Bank Credit/Debit Card #EMI &amp; Credit Card Full Swipe https://t.co/HqoF0mveZe"
53,09-12-2022,Manipulation index with just few stocks ..mainly #HUL #HDFC #hdfcbank  . ...watch https://t.co/UNPanh8LVT
54,09-12-2022,#hdfcbank #HDFC lets keep an eye https://t.co/6fpQ2oBKdT
55,09-12-2022,"@HDFC_Bank
@HDFCBank_Cares @DasShaktikanta @RBI @narendramodi 
#HDFC 3rd party collection agent abused Manish Sethi when asked the Authorization. She was calling from 96436#97442 for credit card payment
She says we are not authorised to give authorization"
56,09-12-2022,"#HDFC $HDFC Weekly Chart
#SuperTrend suggests #Bullish trend
#Support level at 2506.97
#SmoothedHeikenAshi suggests #Bullish trend
Relative Strength Index (#RSI) in Neutral zone
Open account at https://t.co/giz54ARgZM and start #investing in #StockMarket https://t.co/29SoQrdGzm"
57,09-12-2022,"HDFC Life Insurance for more details Call:9849437374
#hdfc #hdfclife #insurance #safe #executivewealthplanner https://t.co/1kqSYfyhyo"
58,09-12-2022,@KumarSa59839791 I have already discussed. but no help #hdfc #hdfcworstservice
59,09-12-2022,Hdfc bank #hdfc bank kindly refund my money as after doing imps the recipient account is still not credited from last 2 days
60,09-12-2022,"Tchinical Analisys Update #09Dec2022 13:01
Stock : #HDFC
30 Min RSI :39.95
30 Min RSI Comment :Weak with Negative Bais
30 Min Histogram :0.03 Bullish
#investing #nifty #nifty50 #StockMarcket #business #finance #Financial #invest #stocks #technical #analisys"
61,09-12-2022,"RT @MonikaD74801182: #hdfcbank #hdfccustomercare #hdfc
I have raised to unlock my account on 1st of December but till date, no sms, no noti…"
62,09-12-2022,"#hdfcbank #hdfccustomercare #hdfc
I have raised to unlock my account on 1st of December but till date, no sms, no notification, no followup is being generated. My bills are pending, I am unable to order grocery for home. #HDFCBank IS THIS A JOKE? Such delays in digital age?"
63,09-12-2022,"@RBI Is this how you allow the banks to mint money from the customers?
Its been 4 days since the documents have been submitted and there is seriously no response from the bank on whether they will start my EMI or just deduct interest???
#HDFC #RBIPolicy"
64,09-12-2022,"RT @Welfra_Invest: #MarketAtClose | Market snaps 2-day losing streak, led by financials

#NiftyBank posts record close, #ICICI, #AXIS &amp; #HD…"
65,09-12-2022,"Shorts Holding in #HDFC #hdfcbank #Infy #ICICIBank #SRF

#Stocks #Stockmarket #SGXNIFTY https://t.co/3hyJpDYRgU"
66,09-12-2022,"RT @camangalarvind: Likely to breakout of ROUND BOTTOM and tumpling tops means something big is cooking (like popcorn in bucket)
#hdfc #nif…"
67,09-12-2022,"Tchinical Analisys Update #09Dec2022 09:32
Stock : #HDFC
1 Day RSI :52.59
1 Day RSI Comment :Strong with Negative Bais
1 Day Histogram :-10.28 Bearish
#investing #nifty #nifty50 #StockMarcket #business #finance #Financial #invest #stocks #technical #analisys"
68,09-12-2022,"#HDFC $HDFC Last 12 months Daily #StockMovement Histogram #Chart
Max downward movement was -5.45%
Max upward movement was 9.29%
Stock majorly moved between -1.7% and 1.81%
Open account at https://t.co/giz54B9qdU and start #investing in #StockMarket #NSE #BSE https://t.co/PFJyBd0FkH"
69,09-12-2022,"What does retirement planning look like through the lens of a 50-year-plus couple, @HDFCLIFE shows in its latest spot.

#retirement | #hdfclife | #hdfc | #banking | #advertising | #campaign | #marketing | @vishalsubharwal | #lifeinsurance 

https://t.co/yC7EnMgSEZ"
70,09-12-2022,"Sold #TCS...

#nifty #nifty50 #sensex #sharebazar #Stockgrove #stockmarket #nse #bse #sharemarket #markrt #cnbcawaaz #cnbc #bank #banknifty #weekly #learn #trading #daytrader #dalalstreet #mumbai #investor #wealth #india #wealth #chart #pattern #instagram #nyse #hdfc #reliance https://t.co/NuuCHp3F64"
71,09-12-2022,"#HDFC $HDFC Daily #Stock Chart with 20 days #Fibonacci Retracement Levels
Fibonacci #Support Levels 2668.12, 2653.96, 2636.43
Fibonacci #Resistance Levels 2682.29, 2699.82, 2702.46
Open account at https://t.co/giz54ARgZM and start #investing in #StockMarket https://t.co/kI75fqTYlt"
72,09-12-2022,"Algo Tracker : 

 Actively Trading : HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED (HDFC), adding to Downside 
At Price : 2670
Only Tracking Purpose!!!

Telegram - https://t.co/iMYBaOQdIy

#Nifty #NiftyBank #StockMarkets #nifty50 #stocks #HDFC https://t.co/FsYzzQYlR9"
73,09-12-2022,"Algo Tracker : 

 Most Active : HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED (HDFC), adding to Downside
At Price : 2671
Only Tracking Purpose!!!

Telegram - https://t.co/xICsJ5Fspr

#Nifty #NiftyBank #StockMarkets #nifty50 #stocks #HDFC https://t.co/98dYkK2vKV"
74,09-12-2022,"Algo Tracker : 

 Most Active : HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED (HDFC), adding to Downside
At Price : 2671
Only Tracking Purpose!!!

Telegram - https://t.co/xICsJ5Fspr

#Nifty #NiftyBank #StockMarkets #nifty50 #stocks #HDFC https://t.co/F1UnHY2RPJ"
75,09-12-2022,"Daily Update #09Dec2022 09:09
Stock : #HDFC
OPEN :2652
HIGH :2674.4
LOW :2647.45
CLOSE :2664.8
PreClose :2659.85
Change :4.95 (0.19%)
#investing #nifty #nifty50 #StockMarcket #business #finance #Financial #invest #stocks"
76,09-12-2022,"[ #LowestPrice ] Samsung : M13 (4 GB| 64 GB)  @ ₹8499 [ Effectively ]

https://t.co/ZJBOocbHd0

NOTE : 1000 instant cashback on #HDFC Bank Credit/Debit Card EMI &amp; Credit Card Full Swipe"
77,09-12-2022,"RT @ETNOWlive: CEO @ Work | Keki Mistry of @HomeLoansByHDFC says

-Average duration of a home loan in India is 5.5 yrs
-We have worked on p…"
78,09-12-2022,"#HDFC $HDFC Last 12 months Daily #StockMovement Line #Chart
Max downward movement was -5.45%
Max upward movement was 9.29%
Stock majorly moved between -1.7% and 1.81%
Open account at https://t.co/giz54B9qdU and start #investing in #StockMarket #NSE #BSE https://t.co/RrZA1geUAz"
79,09-12-2022,"#OptionChain - #HDFC
#Stock #Bearish
#PCR :0.57
Max #CA buildup at 2700,windup at 2780 #PE buildup at 2580 windup at 1780
High #OI CA at 2700,2800,2900 PE at 2600,2700,2500
Open account at https://t.co/giz54B9qdU and start #investing in #StockMarket https://t.co/kqcFoUnO7R"
80,08-12-2022,"From 10th January 2023 to 7th June 2023 please be careful.
We will see Good down move in #StockMarketindia 
Not good time for #HDFCBank 
#HDFCLIFE 
#HDFCAMC 
#HDFC ahead
Buy any Put option of June 2023 on  10th January 2023.

#nifty50 

#banknifty 

#reliance 
#SGXNIFTY 
#Nifty"
81,08-12-2022,"#HDFC $HDFC chart suggests #Fibonacci based #Resistance Levels are 2667.1,2668.04,2668.12
and #Support Levels are 2666.18,2664.85,2664.23
Open account at https://t.co/giz54ARgZM and start #investing in #StockMarket
#Investor #Trading #investing"
82,08-12-2022,"#HDFC $HDFC 5MinuteChart-SMAandFibonacciSupport-Resistance
Stock trading above 200 #SMA
20SMA at 2666.04, 50SMA at 2662.85, 200SMA at 2662.87 https://t.co/t0zo0hWLBL"
83,08-12-2022,Thank you Hdfc bank ✨ #hdfc  due to heavy rain our beloved animals could not get shelter so COW TOOK SHELTER LOAN… THANK YOU 😊 @HDFC_Bank @PMOIndia @DrmChennai @sunnewstamil @JayaTvOfficial @ChennaiTraffic @IAF_MCC https://t.co/sJQnh0hTBv
84,08-12-2022,RT @EconomicTimes: #HDFC customers can now reach out on #WhatsApp for service assistance for their loans or to request a call back for a ne…
85,08-12-2022,"#HDFC worst service at all
#HDFC worst customer service.
I took a credit card in last month but not active yet and no one helping to activate the same..CC email branch..
No replies on e-mail. In branch no one helping
#hdfcSevicePathetic
@HDFC_Bank
@RBI"
86,08-12-2022,RT @EconomicTimes: #HDFC customers can now reach out on #WhatsApp for service assistance for their loans or to request a call back for a ne…
87,08-12-2022,"#HDFC customers can now reach out on #WhatsApp for service assistance for their loans or to request a call back for a new loan.
https://t.co/cnvEr9Vf1z"
88,08-12-2022,"#HDFC $HDFC Last 24 months Daily #StockMovement Line #Chart
Max downward movement was -5.45%
Max upward movement was 9.29%
Stock majorly moved between -1.52% and 1.72%
Open account at https://t.co/giz54B9qdU and start #investing in #StockMarket #NSE #BSE https://t.co/wZfv75Pl0O"
89,08-12-2022,"RT @EagleEyeReview: Important Intraday Levels for Next Session
Stock : #HDFC
R3 :2703.93
R2 :2689.17
R1 :2676.98
CLOSE :2664.8
S1 :2650.03…"
90,08-12-2022,Worst customer service Bank 👇🏻#bank #worstbank #sbi #hdfc #canara #icici #kotak
91,08-12-2022,@Equiideas09 @CNBC_Awaaz @ZeeBusiness @ETNowSwadesh @ETMarkets Thank you for your calls sir ji. Made good profits in #HDFC and #KOTAKBANK
92,08-12-2022,"#ForceIsFamily 🙏🇮🇳

 Rs 1 crore ex-gratis and Rs. 1 Cr. insurance payment by #HDFC . https://t.co/Ogg8CCBkWa"
93,08-12-2022,"RT @gautammardia: Look at earning parameters such as CASA, NPA, ROE, NIM, CAPITAL, then why such valuation difference between #axis vs #ici…"
94,08-12-2022,Please do not purchase their credit card instead way go for sbi or axis as biggest mistake to attend there call to purchase credit card for free but nothing is free i pay 2000 to them still need to pay 5000 more without any purchase as they added late fee #HDFCBank #RBI #HDFC
95,08-12-2022,"Important Intraday Levels for Next Session
Stock : #HDFC
R3 :2703.93
R2 :2689.17
R1 :2676.98
CLOSE :2664.8
S1 :2650.03
S2 :2635.27
S3 :2623.08
#investing #nifty #nifty50 #StockMarcket #business #finance #Financial #invest #stocks #technical #analisys"
96,08-12-2022,"RT @indiratrade: #stockmarketupdate : stock with high delivery percentage

#stockmarket #stockmarketnews #sharemarket #stockmarketindia #in…"
97,08-12-2022,"#iPhone14 

Now available at your nearest #IQStore for an effective price of 42900. Get yours today!

#AppleiPhone14 #appleiphone #appleiphone14 #iphone #Availablenow #Available #offers #hdfc #cashback #Deals #bestdeals #GreatOffers #Kurnool #Attapur #Rajahmundry  #madhapur https://t.co/qeLoxmJigX"
98,08-12-2022,"#MarketAtClose | Market snaps 2-day losing streak, led by financials

#NiftyBank posts record close, #ICICI, #AXIS &amp; #HDFC Bank top contributors

#Sensex rises 160 points to 62,571 &amp; #Nifty 49 points to 18,609. https://t.co/2OC9P1HKmy"
99,08-12-2022,"@HDFCBank_Cares  is any update on my issue.

#hdfc #imps #RBI"
100,08-12-2022,"RT @KartkeyaG: What the hell is happening with HDFC Bank, While making fund transfer this is the issue coming every time in their Net Banki…"
101,08-12-2022,"RT @Welfra_Invest: Top 5 Holdings of JP MORGAN In india🏆

1) INFOSYS  8.2%
2) ICICI BANK  7.3%
3) HDFC BANK  6.7%
4) HINDUSTAN UNILEVER  6%…"
102,08-12-2022,"#HDFC $HDFC Last 36 months Daily #StockMovement Line #Chart
Max downward movement was -13.3%
Max upward movement was 10.19%
Stock majorly moved between -1.71% and 1.86%
Open account at https://t.co/giz54B9qdU and start #investing in #StockMarket #NSE #BSE https://t.co/ENn72Pl2Hu"
103,08-12-2022,"With this, #LIC's shareholding in the #HDFC corporation has increased to 5.003% from 4.991% earlier.

Do you think LIC will regain the price to its IPO levels in 2023? 

#LIC #BanksofIndia #Stockmarket #YourOpinion #polls"
104,08-12-2022,"#LIC bought stake in #HDFC 

The Life Insurance Corporation of India, bought 0.012% stake in the #HDFC corporation via open market transactions recently. 

Source: moneycontrol"
105,08-12-2022,"OPTION UPDATE;
#HDFC 2680 CE KINDLY HOLD POSITION MADE HIGH 53.50,💯💯💯 
CMP 49-50✌️✌️ https://t.co/JXqWrb47J1"
106,08-12-2022,"Tchinical Analisys Update #08Dec2022 13:17
Stock : #HDFC
30 Min RSI :53.89
30 Min RSI Comment :Strong with Positive Bais
30 Min Histogram :0.81 Bullish
#investing #nifty #nifty50 #StockMarcket #business #finance #Financial #invest #stocks #technical #analisys"
107,08-12-2022,"OPTION BUY #HDFC 2680 CE CMP AT 50-51 
TGT / SL paid"
108,08-12-2022,"RT @_SaurabhDhole_: #AxisBank current multiples (of 2.3x) are now the highest since March 2020.

#BankNIFTY #Sensex #NIFTY #ICICIBank #ICIC…"
109,08-12-2022,"Look at earning parameters such as CASA, NPA, ROE, NIM, CAPITAL, then why such valuation difference between #axis vs #icici and #hdfc....mkt will act https://t.co/FgY7v2v0gg"
110,08-12-2022,"#AxisBank current multiples (of 2.3x) are now the highest since March 2020.

#BankNIFTY #Sensex #NIFTY #ICICIBank #ICICI #HDFCBank #HDFC"
111,08-12-2022,"RT @ETNOWlive: CEO @ Work | Keki Mistry of @HomeLoansByHDFC says

-Average duration of a home loan in India is 5.5 yrs
-We have worked on p…"
112,08-12-2022,"Top 5 Holdings of JP MORGAN In india🏆

1) INFOSYS  8.2%
2) ICICI BANK  7.3%
3) HDFC BANK  6.7%
4) HINDUSTAN UNILEVER  6%
5) RELIANCE  5.2%

#JPMorgan #ICICIBank #HDFC #RelianceIndustries https://t.co/lyompdYOmb"
113,08-12-2022,"SBICAP Ventures backed SWAMIH Investment Fund I, set up under the Special Window for Affordable and Mid-Income Housing,

Read more- https://t.co/RfR3vylQ6w

#affordable #banks #business #capital #debt #departmentofeconomicaffairs #financing #fund #governmentofindia #hdfc #house"
114,08-12-2022,"SWAMIH Investment Fund-I raises over Rs 15,000 crore at its final close #SBICAPVentures #SWAMIHInvestmentFundI #SBI #LifeInsuranceCorporationOfIndia #HDFC #IrfanAKazi #SureshKozhikote  https://t.co/OUcSKnlPvh"
115,08-12-2022,"RT @ETNOWlive: CEO @ Work | Keki Mistry of @HomeLoansByHDFC says 

-Regulatory cost of the merger earlier was very high 
-Current market dy…"
116,08-12-2022,As of now I am Holding Longs in #AsianPaint (SL 3214.5) #AdaniEnt (SL 3975) #JindalSteel (SL 552.5) #Exide (SL 189.5) shorts Holding #HDFC (SL 2744) #HDFCBank (SL 1646) #ICICIBank (SL 944.5) #INFY (SL 1646) #SRF (SL 2415) ...Indices Pair Trade Booked Half (BN Long Vs Nifty Short)
117,08-12-2022,"@HDFCBank_Cares Physical Form Submissions - Failed ❌
Online Form Submission- Failed ❌
Customer Care - Failed ❌
HDFC Systems Failed ✔️

#CustomerService #HDFC #AddressChange"
118,08-12-2022,"Short setup on #hdfc , long setup on #bajajauto.  #nifty #nifty50 #StockMarket #StocksToBuy https://t.co/j2iFM6KRq7"
119,08-12-2022,"#OptionChain - #HDFC
#Stock #Bearish
#PCR :0.58
Max #CA buildup at 2700,windup at 2780 #PE buildup at 2480 windup at 1780
High #OI CA at 2700,2800,2780 PE at 2600,2700,2500
Open account at https://t.co/giz54B9qdU and start #investing in #StockMarket https://t.co/f1de2scX3I"
120,08-12-2022,"@HDFC_Bank @HDFCBank_Cares 
@RBI
@RBIsays
@SrBachchan
Why are you asking for Personal Info  to stop yr 
bull shit marketing
#HDFC
#BANKNIFTYFUTURE 
#hdfc https://t.co/hhccQAXOnW"
121,08-12-2022,@RuchiT100 @HDFC_Bank @RBI @FinMinIndia should evaluate the total figures of such arbitrary charges and the amount #hdfc is fleecing
122,08-12-2022,@sudhir_dhongade @HDFC_Bank The amount of money used by the bank in such rotations is high and one of the smartest ways of making money and #hdfc doesn’t leave any such mischievous way to make money @HDFC_Bank @SmitaHDFCBank @RBI @FinMinIndia @PMOIndia
123,08-12-2022,"CEO @ Work | Keki Mistry of @HomeLoansByHDFC says 

-Regulatory cost of the merger earlier was very high 
-Current market dynamics favour the merger 

@nikunjdalmia #HDFC #StocksToWatch https://t.co/uVm2AdHzua"
124,08-12-2022,"#HDFC $HDFC Last 3 months Daily #StockMovement Line #Chart
Max downward movement was -2.62%
Max upward movement was 5.89%
Stock majorly moved between -1.3% and 1.54%
Open account at https://t.co/giz54B9qdU and start #investing in #StockMarket #NSE #BSE https://t.co/T4Rgk8RMiT"
125,08-12-2022,"Extremely interesting read! 🥂#NotEndorsingJustInteresting 

#HDFC #HDFLife #Markets #Analysis https://t.co/xtsZMh7qq4"
126,08-12-2022,"#stockmarketupdate : stock with high delivery percentage

#stockmarket #stockmarketnews #sharemarket #stockmarketindia #indirasecurities

#pandg #hdfcbank #hdfc #sunpharma #icicibank #hdfclife #britania #itc #marutisuzuki #motherson https://t.co/2whWvl8ZnW"
127,08-12-2022,"Tchinical Analisys Update #08Dec2022 09:39
Stock : #HDFC
1 Day RSI :50.81
1 Day RSI Comment :Strong with Negative Bais
1 Day Histogram :-9.19 Bearish
#investing #nifty #nifty50 #StockMarcket #business #finance #Financial #invest #stocks #technical #analisys"
128,08-12-2022,"DAILY DIGEST: 8th December 2022
Write to us at contact@nishkaera.com to get a free email subscription to Daily Digest plus our in-depth analysis of markets and personal finance.
Stay Informed Stay Ahead with us!
#rupee #dollar #commodity #rbi #adani #upi #ipo #goldtarrif  #hdfc https://t.co/cbdOLIm7YP"
